ProductID,ProductName,Category,Type,Price,Stock,LeadTime,ManagedBy,Brand,Description
doNt-0150,Sony Lego City,Toy,Toy,671.1,39,11,UE,Sony,The Sony Lego City by Sony combines quality and innovation.
lHWS-1873,Mattel 1984,Books,Books,344.41,93,10,UE,Mattel,The Mattel 1984 by Mattel combines quality and innovation.
lxQt-4511,Puma H&M Jacket,Clothing,Clothing,756.55,16,5,IT,Puma,The Puma H&M Jacket by Puma combines quality and innovation.
OCzp-8215,Puma Playmobil Castle,Toy,Toy,770.15,152,8,IT,Puma,The Puma Playmobil Castle by Puma combines quality and innovation.
UMkJ-1011,Logitech Ashley Dining Table,Furniture,Furniture,477.12,53,14,UE,Logitech,The Logitech Ashley Dining Table by Logitech combines quality and innovation.
vyLK-2882,Pottery Barn Levi's Jeans,Clothing,Clothing,976.71,30,6,IT,Pottery Barn,The Pottery Barn Levi's Jeans by Pottery Barn combines quality and innovation.
eoNH-2839,CB2 Wayfair Sofa,Furniture,Furniture,814.04,169,3,IT,CB2,The CB2 Wayfair Sofa by CB2 combines quality and innovation.
TgUx-0369,West Elm Atomic Habits,Books,Books,971.8,39,13,UE,West Elm,The West Elm Atomic Habits by West Elm combines quality and innovation.
YJCJ-2398,Logitech Nike Hoodie,Clothing,Clothing,483.7,76,7,IT,Logitech,The Logitech Nike Hoodie by Logitech combines quality and innovation.
ekdA-1652,Mattel Nike Hoodie,Clothing,Clothing,679.17,89,5,UE,Mattel,The Mattel Nike Hoodie by Mattel combines quality and innovation.
Pgrs-2759,Playmobil Hot Wheels,Toy,Toy,508.71,31,7,UE,Playmobil,The Playmobil Hot Wheels by Playmobil combines quality and innovation.
jJlw-8838,Zara Xiaomi Redmi,Smartphone,Smartphone,581.87,182,13,IT,Zara,The Zara Xiaomi Redmi by Zara combines quality and innovation.
roXU-5928,Fisher-Price Bookshelf Unit,Furniture,Furniture,532.94,130,6,IT,Fisher-Price,The Fisher-Price Bookshelf Unit by Fisher-Price combines quality and innovation.
Clcb-8587,Playmobil IKEA MALM Bed,Furniture,Furniture,102.83,22,3,UE,Playmobil,The Playmobil IKEA MALM Bed by Playmobil combines quality and innovation.
Dqsz-1011,Playmobil OnePlus Nord,Smartphone,Smartphone,624.85,5,7,IT,Playmobil,The Playmobil OnePlus Nord by Playmobil combines quality and innovation.
xKds-1895,Levi's Galaxy S22,Smartphone,Smartphone,449.22,134,5,IT,Levi's,The Levi's Galaxy S22 by Levi's combines quality and innovation.
GJwn-1800,Nike iPhone 14,Smartphone,Smartphone,947.96,111,11,IT,Nike,The Nike iPhone 14 by Nike combines quality and innovation.
aXUs-0258,Nike Xiaomi Redmi,Smartphone,Smartphone,306.73,44,12,IT,Nike,The Nike Xiaomi Redmi by Nike combines quality and innovation.
YSrL-4760,Logitech Atomic Habits,Books,Books,486.36,191,7,UE,Logitech,The Logitech Atomic Habits by Logitech combines quality and innovation.
SdvF-3451,Lego OnePlus Nord,Smartphone,Smartphone,156.34,87,14,UE,Lego,The Lego OnePlus Nord by Lego combines quality and innovation.
AfRi-3569,Lego Zara T-Shirt,Clothing,Clothing,397.18,75,9,UE,Lego,The Lego Zara T-Shirt by Lego combines quality and innovation.
UttC-8636,H&M Wayfair Sofa,Furniture,Furniture,817.74,55,9,UE,H&M,The H&M Wayfair Sofa by H&M combines quality and innovation.
RyVl-2388,Zara Galaxy S22,Smartphone,Smartphone,418.76,136,13,UE,Zara,The Zara Galaxy S22 by Zara combines quality and innovation.
VuCT-0482,Random House NERF Blaster,Toy,Toy,778.06,33,10,UE,Random House,The Random House NERF Blaster by Random House combines quality and innovation.
cQSR-6246,Adidas Bookshelf Unit,Furniture,Furniture,373.22,153,11,UE,Adidas,The Adidas Bookshelf Unit by Adidas combines quality and innovation.
qTcm-5030,Lego Levi's Jeans,Clothing,Clothing,50.93,21,9,UE,Lego,The Lego Levi's Jeans by Lego combines quality and innovation.
rVNd-8153,Random House IKEA MALM Bed,Furniture,Furniture,311.46,127,14,UE,Random House,The Random House IKEA MALM Bed by Random House combines quality and innovation.
DhUv-8786,Logitech Barbie Dreamhouse,Toy,Toy,873.59,15,13,IT,Logitech,The Logitech Barbie Dreamhouse by Logitech combines quality and innovation.
FQkI-8625,Bose Ashley Dining Table,Furniture,Furniture,632.57,17,10,UE,Bose,The Bose Ashley Dining Table by Bose combines quality and innovation.
fBHw-5982,Bose IKEA MALM Bed,Furniture,Furniture,962.47,3,1,UE,Bose,The Bose IKEA MALM Bed by Bose combines quality and innovation.
HlMi-8035,Penguin Ashley Dining Table,Furniture,Furniture,358.55,122,1,UE,Penguin,The Penguin Ashley Dining Table by Penguin combines quality and innovation.
UYUx-7608,Amazon Zara T-Shirt,Clothing,Clothing,675.46,73,1,IT,Amazon,The Amazon Zara T-Shirt by Amazon combines quality and innovation.
kKfj-1667,Lego Pixel 7,Smartphone,Smartphone,575.09,107,13,UE,Lego,The Lego Pixel 7 by Lego combines quality and innovation.
xrpr-5145,Playmobil Desk Lamp,Furniture,Furniture,510.94,42,4,IT,Playmobil,The Playmobil Desk Lamp by Playmobil combines quality and innovation.
tNcT-6121,Mattel H&M Jacket,Clothing,Clothing,511.85,180,1,UE,Mattel,The Mattel H&M Jacket by Mattel combines quality and innovation.
sDwp-0353,Pottery Barn 1984,Books,Books,818.35,157,3,UE,Pottery Barn,The Pottery Barn 1984 by Pottery Barn combines quality and innovation.
bDis-3545,Random House Levi's Jeans,Clothing,Clothing,353.09,57,14,UE,Random House,The Random House Levi's Jeans by Random House combines quality and innovation.
JYUD-8919,Bloomsbury Hot Wheels,Toy,Toy,210.94,70,10,UE,Bloomsbury,The Bloomsbury Hot Wheels by Bloomsbury combines quality and innovation.
njQZ-0826,H&M OnePlus Nord,Smartphone,Smartphone,146.17,190,11,IT,H&M,The H&M OnePlus Nord by H&M combines quality and innovation.
eSIE-5474,CB2 iPhone 14,Smartphone,Smartphone,414.04,183,13,IT,CB2,The CB2 iPhone 14 by CB2 combines quality and innovation.
rEfw-3342,IKEA Galaxy S22,Smartphone,Smartphone,955.49,139,4,IT,IKEA,The IKEA Galaxy S22 by IKEA combines quality and innovation.
IUZK-2099,Mattel Lego City,Toy,Toy,789.14,31,7,IT,Mattel,The Mattel Lego City by Mattel combines quality and innovation.
YMvC-1117,Bose Adidas Tracksuit,Clothing,Clothing,82.49,47,7,IT,Bose,The Bose Adidas Tracksuit by Bose combines quality and innovation.
RNhS-2305,Wayfair Desk Lamp,Furniture,Furniture,413.67,198,2,IT,Wayfair,The Wayfair Desk Lamp by Wayfair combines quality and innovation.
kmYK-3608,Anker Adidas Tracksuit,Clothing,Clothing,807.34,76,13,UE,Anker,The Anker Adidas Tracksuit by Anker combines quality and innovation.
LIzT-2230,IKEA The Silent Patient,Books,Books,157.94,70,8,IT,IKEA,The IKEA The Silent Patient by IKEA combines quality and innovation.
QSZx-0497,Wayfair Nike Hoodie,Clothing,Clothing,320.67,158,1,UE,Wayfair,The Wayfair Nike Hoodie by Wayfair combines quality and innovation.
DHIB-3466,CB2 To Kill a Mockingbird,Books,Books,654.57,184,13,UE,CB2,The CB2 To Kill a Mockingbird by CB2 combines quality and innovation.
pjkJ-8702,H&M Ashley Dining Table,Furniture,Furniture,440.17,155,12,IT,H&M,The H&M Ashley Dining Table by H&M combines quality and innovation.
iAla-5605,Bloomsbury Galaxy S22,Smartphone,Smartphone,264.62,90,14,UE,Bloomsbury,The Bloomsbury Galaxy S22 by Bloomsbury combines quality and innovation.
cyNr-8901,Wayfair Barbie Dreamhouse,Toy,Toy,149.03,55,8,IT,Wayfair,The Wayfair Barbie Dreamhouse by Wayfair combines quality and innovation.
LeHP-9336,Zara Dune,Books,Books,852.39,78,4,UE,Zara,The Zara Dune by Zara combines quality and innovation.
UKmN-3953,Wayfair Xiaomi Redmi,Smartphone,Smartphone,865.2,193,3,UE,Wayfair,The Wayfair Xiaomi Redmi by Wayfair combines quality and innovation.
RzOH-9979,Apple Dune,Books,Books,623.34,144,11,UE,Apple,The Apple Dune by Apple combines quality and innovation.
DhJq-4997,Puma IKEA MALM Bed,Furniture,Furniture,672.73,151,5,IT,Puma,The Puma IKEA MALM Bed by Puma combines quality and innovation.
PSKH-6712,IKEA 1984,Books,Books,786.74,185,8,IT,IKEA,The IKEA 1984 by IKEA combines quality and innovation.
qnQb-8166,Puma IKEA MALM Bed,Furniture,Furniture,551.59,88,3,IT,Puma,The Puma IKEA MALM Bed by Puma combines quality and innovation.
Dsgx-2828,Simon & Schuster 1984,Books,Books,731.99,177,12,UE,Simon & Schuster,The Simon & Schuster 1984 by Simon & Schuster combines quality and innovation.
IQFX-6525,Fisher-Price To Kill a Mockingbird,Books,Books,507.07,167,5,IT,Fisher-Price,The Fisher-Price To Kill a Mockingbird by Fisher-Price combines quality and innovation.
XPnc-5909,Bose IKEA MALM Bed,Furniture,Furniture,997.25,134,6,IT,Bose,The Bose IKEA MALM Bed by Bose combines quality and innovation.
fthK-7804,Apple NERF Blaster,Toy,Toy,736.21,28,3,IT,Apple,The Apple NERF Blaster by Apple combines quality and innovation.
nIBP-4802,Lego H&M Jacket,Clothing,Clothing,533.56,17,3,UE,Lego,The Lego H&M Jacket by Lego combines quality and innovation.
klaf-9537,Puma Xiaomi Redmi,Smartphone,Smartphone,590.01,190,9,IT,Puma,The Puma Xiaomi Redmi by Puma combines quality and innovation.
LlyN-3849,Nike Wayfair Sofa,Furniture,Furniture,267.34,100,6,UE,Nike,The Nike Wayfair Sofa by Nike combines quality and innovation.
sWSq-8901,Bose NERF Blaster,Toy,Toy,12.17,132,11,IT,Bose,The Bose NERF Blaster by Bose combines quality and innovation.
YWQw-7424,Levi's Playmobil Castle,Toy,Toy,588.01,165,1,UE,Levi's,The Levi's Playmobil Castle by Levi's combines quality and innovation.
vhog-2582,Zara Dune,Books,Books,697.06,27,14,IT,Zara,The Zara Dune by Zara combines quality and innovation.
iWha-4649,Fisher-Price Ashley Dining Table,Furniture,Furniture,718.81,192,4,IT,Fisher-Price,The Fisher-Price Ashley Dining Table by Fisher-Price combines quality and innovation.
NoFU-8767,Puma H&M Jacket,Clothing,Clothing,378.85,192,8,UE,Puma,The Puma H&M Jacket by Puma combines quality and innovation.
bBmL-4280,H&M Atomic Habits,Books,Books,291.98,109,8,IT,H&M,The H&M Atomic Habits by H&M combines quality and innovation.
xrLG-1648,Anker Nike Hoodie,Clothing,Clothing,943.04,149,14,UE,Anker,The Anker Nike Hoodie by Anker combines quality and innovation.
kWfw-1953,CB2 The Silent Patient,Books,Books,84.15,52,7,IT,CB2,The CB2 The Silent Patient by CB2 combines quality and innovation.
OOQQ-9921,CB2 Galaxy S22,Smartphone,Smartphone,534.81,27,9,IT,CB2,The CB2 Galaxy S22 by CB2 combines quality and innovation.
BWPt-4777,Penguin To Kill a Mockingbird,Books,Books,118.95,148,7,UE,Penguin,The Penguin To Kill a Mockingbird by Penguin combines quality and innovation.
HnMU-9442,Puma iPhone 14,Smartphone,Smartphone,420.14,68,9,IT,Puma,The Puma iPhone 14 by Puma combines quality and innovation.
eaLa-5736,Nike Ashley Dining Table,Furniture,Furniture,891.14,47,5,IT,Nike,The Nike Ashley Dining Table by Nike combines quality and innovation.
qliw-7101,Apple Adidas Tracksuit,Clothing,Clothing,648.45,114,14,UE,Apple,The Apple Adidas Tracksuit by Apple combines quality and innovation.
NIHg-1233,Amazon 1984,Books,Books,377.82,125,4,IT,Amazon,The Amazon 1984 by Amazon combines quality and innovation.
POtP-3596,Bose Zara T-Shirt,Clothing,Clothing,304.62,46,12,UE,Bose,The Bose Zara T-Shirt by Bose combines quality and innovation.
pOTD-5420,Simon & Schuster OnePlus Nord,Smartphone,Smartphone,843.1,144,14,UE,Simon & Schuster,The Simon & Schuster OnePlus Nord by Simon & Schuster combines quality and innovation.
JvlX-6815,Simon & Schuster Lego City,Toy,Toy,161.25,100,3,UE,Simon & Schuster,The Simon & Schuster Lego City by Simon & Schuster combines quality and innovation.
IPKq-5648,Logitech NERF Blaster,Toy,Toy,130.66,112,10,IT,Logitech,The Logitech NERF Blaster by Logitech combines quality and innovation.
LUri-5278,Anker iPhone 14,Smartphone,Smartphone,416.59,147,4,IT,Anker,The Anker iPhone 14 by Anker combines quality and innovation.
ZpTK-5537,Puma IKEA MALM Bed,Furniture,Furniture,667.06,151,9,IT,Puma,The Puma IKEA MALM Bed by Puma combines quality and innovation.
XUeM-3504,Pottery Barn Galaxy S22,Smartphone,Smartphone,882.4,182,5,IT,Pottery Barn,The Pottery Barn Galaxy S22 by Pottery Barn combines quality and innovation.
rpvO-9202,Bose iPhone 14,Smartphone,Smartphone,39.33,197,1,UE,Bose,The Bose iPhone 14 by Bose combines quality and innovation.
jYtF-2779,Wayfair Adidas Tracksuit,Clothing,Clothing,923.6,62,11,IT,Wayfair,The Wayfair Adidas Tracksuit by Wayfair combines quality and innovation.
RlmK-4440,Lego To Kill a Mockingbird,Books,Books,802.08,149,1,IT,Lego,The Lego To Kill a Mockingbird by Lego combines quality and innovation.
XYtD-5863,Simon & Schuster IKEA MALM Bed,Furniture,Furniture,676.49,90,7,IT,Simon & Schuster,The Simon & Schuster IKEA MALM Bed by Simon & Schuster combines quality and innovation.
WkZL-2590,IKEA Desk Lamp,Furniture,Furniture,558.4,161,6,IT,IKEA,The IKEA Desk Lamp by IKEA combines quality and innovation.
Yuhx-7671,Logitech Pixel 7,Smartphone,Smartphone,846.54,192,7,UE,Logitech,The Logitech Pixel 7 by Logitech combines quality and innovation.
WqUp-4961,Bose Desk Lamp,Furniture,Furniture,745.52,83,10,UE,Bose,The Bose Desk Lamp by Bose combines quality and innovation.
mnXk-1054,Bose Lego City,Toy,Toy,822.93,17,2,UE,Bose,The Bose Lego City by Bose combines quality and innovation.
rJbp-2910,H&M Hot Wheels,Toy,Toy,932.94,124,4,UE,H&M,The H&M Hot Wheels by H&M combines quality and innovation.
kqPO-9628,Sony To Kill a Mockingbird,Books,Books,200.8,146,11,UE,Sony,The Sony To Kill a Mockingbird by Sony combines quality and innovation.
yrJM-1926,Fisher-Price OnePlus Nord,Smartphone,Smartphone,181.75,134,10,IT,Fisher-Price,The Fisher-Price OnePlus Nord by Fisher-Price combines quality and innovation.
dLjf-1261,Zara Zara T-Shirt,Clothing,Clothing,592.62,165,9,IT,Zara,The Zara Zara T-Shirt by Zara combines quality and innovation.
pYhL-7118,Wayfair Xiaomi Redmi,Smartphone,Smartphone,568.43,150,9,IT,Wayfair,The Wayfair Xiaomi Redmi by Wayfair combines quality and innovation.
XLmo-2549,Wayfair Adidas Tracksuit,Clothing,Clothing,881.32,111,12,IT,Wayfair,The Wayfair Adidas Tracksuit by Wayfair combines quality and innovation.
vKfe-4922,Sony Dune,Books,Books,493.65,97,5,UE,Sony,The Sony Dune by Sony combines quality and innovation.
YmVh-1510,Mattel OnePlus Nord,Smartphone,Smartphone,708.04,106,7,UE,Mattel,The Mattel OnePlus Nord by Mattel combines quality and innovation.
dmTG-9859,Pottery Barn Desk Lamp,Furniture,Furniture,96.64,16,4,UE,Pottery Barn,The Pottery Barn Desk Lamp by Pottery Barn combines quality and innovation.
JSPL-0322,Anker Levi's Jeans,Clothing,Clothing,477.27,74,12,IT,Anker,The Anker Levi's Jeans by Anker combines quality and innovation.
RQrg-1595,Random House H&M Jacket,Clothing,Clothing,543.96,109,14,IT,Random House,The Random House H&M Jacket by Random House combines quality and innovation.
ikbc-8925,Simon & Schuster 1984,Books,Books,890.74,130,13,UE,Simon & Schuster,The Simon & Schuster 1984 by Simon & Schuster combines quality and innovation.
PNui-3937,CB2 Playmobil Castle,Toy,Toy,86.38,96,14,UE,CB2,The CB2 Playmobil Castle by CB2 combines quality and innovation.
dcGl-2545,Fisher-Price Desk Lamp,Furniture,Furniture,253.96,49,6,IT,Fisher-Price,The Fisher-Price Desk Lamp by Fisher-Price combines quality and innovation.
GUwK-1339,Levi's Xiaomi Redmi,Smartphone,Smartphone,764.4,78,14,UE,Levi's,The Levi's Xiaomi Redmi by Levi's combines quality and innovation.
BTEK-0226,Zara To Kill a Mockingbird,Books,Books,985.14,138,10,UE,Zara,The Zara To Kill a Mockingbird by Zara combines quality and innovation.
mMeh-7158,Simon & Schuster Desk Lamp,Furniture,Furniture,130.55,24,11,IT,Simon & Schuster,The Simon & Schuster Desk Lamp by Simon & Schuster combines quality and innovation.
QZuC-7215,Zara Playmobil Castle,Toy,Toy,571.49,174,10,IT,Zara,The Zara Playmobil Castle by Zara combines quality and innovation.
bAZS-5576,Penguin Playmobil Castle,Toy,Toy,190.35,115,8,IT,Penguin,The Penguin Playmobil Castle by Penguin combines quality and innovation.
OCtL-9276,H&M IKEA MALM Bed,Furniture,Furniture,75.03,117,12,IT,H&M,The H&M IKEA MALM Bed by H&M combines quality and innovation.
wUXV-1755,Wayfair iPhone 14,Smartphone,Smartphone,180.84,139,3,UE,Wayfair,The Wayfair iPhone 14 by Wayfair combines quality and innovation.
bvtb-3760,Fisher-Price Zara T-Shirt,Clothing,Clothing,168.5,138,13,IT,Fisher-Price,The Fisher-Price Zara T-Shirt by Fisher-Price combines quality and innovation.
TGtW-8975,Pottery Barn Playmobil Castle,Toy,Toy,318.09,156,7,IT,Pottery Barn,The Pottery Barn Playmobil Castle by Pottery Barn combines quality and innovation.
aHOS-2689,Bloomsbury Playmobil Castle,Toy,Toy,209.99,182,6,IT,Bloomsbury,The Bloomsbury Playmobil Castle by Bloomsbury combines quality and innovation.
XKCO-2972,Bloomsbury Xiaomi Redmi,Smartphone,Smartphone,670.17,163,9,IT,Bloomsbury,The Bloomsbury Xiaomi Redmi by Bloomsbury combines quality and innovation.
nrma-2610,Lego Ashley Dining Table,Furniture,Furniture,925.91,160,11,IT,Lego,The Lego Ashley Dining Table by Lego combines quality and innovation.
SjiX-3008,Wayfair Zara T-Shirt,Clothing,Clothing,513.03,41,6,IT,Wayfair,The Wayfair Zara T-Shirt by Wayfair combines quality and innovation.
TcpW-7325,Simon & Schuster NERF Blaster,Toy,Toy,369.81,184,4,IT,Simon & Schuster,The Simon & Schuster NERF Blaster by Simon & Schuster combines quality and innovation.
SPnk-4360,West Elm To Kill a Mockingbird,Books,Books,565.15,105,2,IT,West Elm,The West Elm To Kill a Mockingbird by West Elm combines quality and innovation.
cABY-5488,HarperCollins Adidas Tracksuit,Clothing,Clothing,200.66,94,3,IT,HarperCollins,The HarperCollins Adidas Tracksuit by HarperCollins combines quality and innovation.
jxyS-9624,Fisher-Price Dune,Books,Books,517.06,159,3,IT,Fisher-Price,The Fisher-Price Dune by Fisher-Price combines quality and innovation.
danY-7835,Zara 1984,Books,Books,275.35,49,1,IT,Zara,The Zara 1984 by Zara combines quality and innovation.
OJxw-5689,West Elm Hot Wheels,Toy,Toy,827.85,194,6,UE,West Elm,The West Elm Hot Wheels by West Elm combines quality and innovation.
aoOM-0233,Levi's NERF Blaster,Toy,Toy,912.29,40,3,IT,Levi's,The Levi's NERF Blaster by Levi's combines quality and innovation.
wttZ-5755,Playmobil The Silent Patient,Books,Books,166.09,39,9,UE,Playmobil,The Playmobil The Silent Patient by Playmobil combines quality and innovation.
VKPg-9141,Random House Levi's Jeans,Clothing,Clothing,775.02,126,4,IT,Random House,The Random House Levi's Jeans by Random House combines quality and innovation.
WAFV-7573,CB2 Barbie Dreamhouse,Toy,Toy,126.39,70,11,IT,CB2,The CB2 Barbie Dreamhouse by CB2 combines quality and innovation.
wZDY-4535,Bose Bookshelf Unit,Furniture,Furniture,903.25,180,8,UE,Bose,The Bose Bookshelf Unit by Bose combines quality and innovation.
eLHS-8790,West Elm 1984,Books,Books,342.55,191,4,IT,West Elm,The West Elm 1984 by West Elm combines quality and innovation.
zHrE-3802,Mattel Playmobil Castle,Toy,Toy,389.78,101,9,IT,Mattel,The Mattel Playmobil Castle by Mattel combines quality and innovation.
uaVI-7569,Nike Galaxy S22,Smartphone,Smartphone,995.75,163,8,IT,Nike,The Nike Galaxy S22 by Nike combines quality and innovation.
igzU-5596,CB2 iPhone 14,Smartphone,Smartphone,111.27,102,13,UE,CB2,The CB2 iPhone 14 by CB2 combines quality and innovation.
VSXo-1288,Adidas Atomic Habits,Books,Books,973.31,149,3,IT,Adidas,The Adidas Atomic Habits by Adidas combines quality and innovation.
qkmm-2959,Adidas Xiaomi Redmi,Smartphone,Smartphone,344.49,95,3,IT,Adidas,The Adidas Xiaomi Redmi by Adidas combines quality and innovation.
jjVn-5806,Playmobil Hot Wheels,Toy,Toy,28.49,74,2,IT,Playmobil,The Playmobil Hot Wheels by Playmobil combines quality and innovation.
NwlH-6873,Mattel Zara T-Shirt,Clothing,Clothing,889.04,128,8,UE,Mattel,The Mattel Zara T-Shirt by Mattel combines quality and innovation.
AWhR-3486,Levi's Atomic Habits,Books,Books,561.34,183,6,UE,Levi's,The Levi's Atomic Habits by Levi's combines quality and innovation.
MewO-3521,Wayfair Xiaomi Redmi,Smartphone,Smartphone,784.21,135,12,IT,Wayfair,The Wayfair Xiaomi Redmi by Wayfair combines quality and innovation.
zfWL-8057,Amazon 1984,Books,Books,736.29,95,13,UE,Amazon,The Amazon 1984 by Amazon combines quality and innovation.
BDDl-1665,Nike Desk Lamp,Furniture,Furniture,877.72,67,11,UE,Nike,The Nike Desk Lamp by Nike combines quality and innovation.
gdWw-1681,HarperCollins Playmobil Castle,Toy,Toy,557.06,160,8,IT,HarperCollins,The HarperCollins Playmobil Castle by HarperCollins combines quality and innovation.
SBzb-0395,Simon & Schuster Ashley Dining Table,Furniture,Furniture,388.53,29,10,IT,Simon & Schuster,The Simon & Schuster Ashley Dining Table by Simon & Schuster combines quality and innovation.
LsFA-6165,Sony NERF Blaster,Toy,Toy,720.9,68,13,UE,Sony,The Sony NERF Blaster by Sony combines quality and innovation.
PEDQ-3709,Puma Lego City,Toy,Toy,454.09,84,3,UE,Puma,The Puma Lego City by Puma combines quality and innovation.
IUzn-7625,Amazon Lego City,Toy,Toy,723.79,135,9,UE,Amazon,The Amazon Lego City by Amazon combines quality and innovation.
UbTp-6426,IKEA H&M Jacket,Clothing,Clothing,250.98,97,5,IT,IKEA,The IKEA H&M Jacket by IKEA combines quality and innovation.
iDJm-2581,IKEA Barbie Dreamhouse,Toy,Toy,491.81,62,2,IT,IKEA,The IKEA Barbie Dreamhouse by IKEA combines quality and innovation.
Snyt-2130,CB2 To Kill a Mockingbird,Books,Books,269.55,41,1,UE,CB2,The CB2 To Kill a Mockingbird by CB2 combines quality and innovation.
Mzao-2406,Playmobil The Silent Patient,Books,Books,585.32,33,7,IT,Playmobil,The Playmobil The Silent Patient by Playmobil combines quality and innovation.
BIiy-8766,West Elm Ashley Dining Table,Furniture,Furniture,226.64,10,11,UE,West Elm,The West Elm Ashley Dining Table by West Elm combines quality and innovation.
vDjt-8031,West Elm Lego City,Toy,Toy,465.94,14,14,UE,West Elm,The West Elm Lego City by West Elm combines quality and innovation.
lwXr-4791,Penguin Atomic Habits,Books,Books,384.32,41,14,UE,Penguin,The Penguin Atomic Habits by Penguin combines quality and innovation.
cBhQ-5358,Puma Lego City,Toy,Toy,609.82,69,2,IT,Puma,The Puma Lego City by Puma combines quality and innovation.
GSxX-1502,Sony Galaxy S22,Smartphone,Smartphone,630.88,175,12,UE,Sony,The Sony Galaxy S22 by Sony combines quality and innovation.
DJbv-4927,Playmobil Adidas Tracksuit,Clothing,Clothing,150.63,49,3,IT,Playmobil,The Playmobil Adidas Tracksuit by Playmobil combines quality and innovation.
Gdui-0679,Lego Pixel 7,Smartphone,Smartphone,889.47,35,12,UE,Lego,The Lego Pixel 7 by Lego combines quality and innovation.
HNjj-9566,Mattel Adidas Tracksuit,Clothing,Clothing,813.99,92,2,UE,Mattel,The Mattel Adidas Tracksuit by Mattel combines quality and innovation.
Xori-5124,West Elm Xiaomi Redmi,Smartphone,Smartphone,151.99,125,14,IT,West Elm,The West Elm Xiaomi Redmi by West Elm combines quality and innovation.
vCrZ-3181,Sony OnePlus Nord,Smartphone,Smartphone,520.65,153,4,UE,Sony,The Sony OnePlus Nord by Sony combines quality and innovation.
qgvb-5686,IKEA Ashley Dining Table,Furniture,Furniture,758.31,73,7,IT,IKEA,The IKEA Ashley Dining Table by IKEA combines quality and innovation.
MYTd-3138,H&M Adidas Tracksuit,Clothing,Clothing,77.12,88,11,IT,H&M,The H&M Adidas Tracksuit by H&M combines quality and innovation.
jJfP-1645,Lego Xiaomi Redmi,Smartphone,Smartphone,415.04,33,13,UE,Lego,The Lego Xiaomi Redmi by Lego combines quality and innovation.
rtHl-2459,West Elm 1984,Books,Books,80.82,51,1,UE,West Elm,The West Elm 1984 by West Elm combines quality and innovation.
cSIM-3904,Penguin Pixel 7,Smartphone,Smartphone,760.68,95,9,IT,Penguin,The Penguin Pixel 7 by Penguin combines quality and innovation.
fyEH-8869,Puma To Kill a Mockingbird,Books,Books,303.62,29,2,UE,Puma,The Puma To Kill a Mockingbird by Puma combines quality and innovation.
Taag-9389,CB2 To Kill a Mockingbird,Books,Books,289.79,104,2,IT,CB2,The CB2 To Kill a Mockingbird by CB2 combines quality and innovation.
RmCR-4883,Bloomsbury Bookshelf Unit,Furniture,Furniture,631.48,85,6,UE,Bloomsbury,The Bloomsbury Bookshelf Unit by Bloomsbury combines quality and innovation.
zAKT-3496,Anker Pixel 7,Smartphone,Smartphone,115.56,93,4,IT,Anker,The Anker Pixel 7 by Anker combines quality and innovation.
xKsy-4221,Lego Lego City,Toy,Toy,497.61,8,12,UE,Lego,The Lego Lego City by Lego combines quality and innovation.
pvPe-4843,Bose OnePlus Nord,Smartphone,Smartphone,13.64,162,3,IT,Bose,The Bose OnePlus Nord by Bose combines quality and innovation.
VgkX-0642,Penguin IKEA MALM Bed,Furniture,Furniture,961.59,150,7,UE,Penguin,The Penguin IKEA MALM Bed by Penguin combines quality and innovation.
xYwb-5446,IKEA Hot Wheels,Toy,Toy,255.5,27,5,UE,IKEA,The IKEA Hot Wheels by IKEA combines quality and innovation.
MMRm-8331,Anker OnePlus Nord,Smartphone,Smartphone,510.94,70,1,UE,Anker,The Anker OnePlus Nord by Anker combines quality and innovation.
TgLB-9630,Simon & Schuster Adidas Tracksuit,Clothing,Clothing,949.58,96,11,UE,Simon & Schuster,The Simon & Schuster Adidas Tracksuit by Simon & Schuster combines quality and innovation.
qAoQ-4282,West Elm NERF Blaster,Toy,Toy,245.31,76,3,IT,West Elm,The West Elm NERF Blaster by West Elm combines quality and innovation.
IWcb-5860,Simon & Schuster Dune,Books,Books,664.29,176,12,IT,Simon & Schuster,The Simon & Schuster Dune by Simon & Schuster combines quality and innovation.
gBRs-9389,Bose Barbie Dreamhouse,Toy,Toy,744.0,198,11,UE,Bose,The Bose Barbie Dreamhouse by Bose combines quality and innovation.
KGep-4713,CB2 Xiaomi Redmi,Smartphone,Smartphone,554.71,18,7,IT,CB2,The CB2 Xiaomi Redmi by CB2 combines quality and innovation.
pFQj-3783,Mattel 1984,Books,Books,915.1,12,10,UE,Mattel,The Mattel 1984 by Mattel combines quality and innovation.
DEvH-2669,Penguin Zara T-Shirt,Clothing,Clothing,398.12,162,4,IT,Penguin,The Penguin Zara T-Shirt by Penguin combines quality and innovation.
QnSR-6958,Random House Playmobil Castle,Toy,Toy,898.25,26,8,IT,Random House,The Random House Playmobil Castle by Random House combines quality and innovation.
OYXL-3123,Anker Pixel 7,Smartphone,Smartphone,323.16,102,4,UE,Anker,The Anker Pixel 7 by Anker combines quality and innovation.
XBvP-9278,IKEA NERF Blaster,Toy,Toy,755.38,127,3,IT,IKEA,The IKEA NERF Blaster by IKEA combines quality and innovation.
GQAq-8897,Puma Ashley Dining Table,Furniture,Furniture,56.97,59,12,IT,Puma,The Puma Ashley Dining Table by Puma combines quality and innovation.
